;;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial em um trabalho na área de gestão de projetos ágeis me permitiria realizar tarefas mais rapidamente.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial melhoraria o meu desempenho em um trabalho na área de gestão de projetos ágeis.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial em um trabalho na área de gestão de projetos ágeis aumentaria a minha produtividade.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial em um trabalho na área de gestão de projetos ágeis aprimoraria minha eficácia no trabalho.;Eu acharia a plataforma de gestão de projetos com auxílio de inteligência artificial útil em um trabalho na área de gestão de projetos ágeis.;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial não terá efeito algum no desempenho em um trabalho na área de gestão de projetos ágeis.;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode diminuir o tempo necessário para as responsabilidades importantes em um trabalho na área de gestão de projetos ágeis.;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode aumentar significativamente a qualidade das saídas em um trabalho na área de gestão de projetos ágeis.;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode aumentar a eficácia na execução das tarefas em um trabalho na área de gestão de projetos ágeis.;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode aumentar a quantidade de produção com a mesma quantidade de esforço em um trabalho na área de gestão de projetos ágeis.;Considerando todas as tarefas, a medida geral em que o uso da plataforma de gestão de projetos com auxílio de inteligência artificial poderia ajudar em um trabalho na área de gestão de projetos ágeis.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial me permitiria realizar tarefas mais rapidamente.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial melhoraria a qualidade em um trabalho na área de gestão de projetos ágeis.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial tornaria mais fácil realizar um trabalho na área de gestão de projetos ágeis.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial aprimoraria a minha eficácia em um trabalho na área de gestão de projetos ágeis.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial aumentaria a minha produtividade.;Aumentarei minha eficácia em um trabalho na área de gestão de projetos ágeis se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial;Passarei menos tempo em tarefas rotineiras em um trabalho na área de gestão de projetos ágeis se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;Aumentarei a qualidade das saídas em um trabalho na área de gestão de projetos ágeis se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;Aumentarei a qualidade da saída com a mesma quantidade de esforço se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;Acredito que colegas de um trabalho na área de gestão de projetos ágeis me perceberão como competente.;Aumentarei minhas chances de obter uma promoção.;Aumentarei minhas chances de conseguir um aumento.;Com base no que foi explicado no vídeo, aprender a operar o sistema seria fácil para mim.;Com base no que foi explicado no vídeo, acho que seria fácil utilizar as ferramentas da a plataforma de gestão de projetos com auxílio de inteligência artificial para meu objetivo.;Com base no que foi explicado no vídeo, minha interação com a plataforma de gestão de projetos com auxílio de inteligência artificial seria clara e compreensível.;Com base no que foi explicado no vídeo, eu acharia a plataforma de gestão de projetos com auxílio de inteligência artificial flexível para interagir.;"Com base no que foi explicado no vídeo, seria fácil para eu me tornar
habilidoso em usar a plataforma de gestão de projetos com auxílio de inteligência artificial.";Com base no que foi explicado no vídeo, eu acharia a plataforma de gestão de projetos com auxílio de inteligência artificial fácil de usar.;Com base no que foi explicado no vídeo, usar a plataforma de gestão de projetos com auxílio de inteligência artificial consumiria muito tempo das tarefas normais em um trabalho na área de gestão de projetos ágeis.;Com base no que foi explicado no vídeo, trabalhar com a plataforma de gestão de projetos com auxílio de inteligência artificial é tão complicado que é difícil entender o que está acontecendo.;Com base no que foi explicado no vídeo, usar a plataforma de gestão de projetos com auxílio de inteligência artificial envolve gastar muito tempo realizando operações mecânicas (por exemplo, entrada de dados).;Com base no que foi explicado no vídeo, demoraria muito tempo para aprender a usar a plataforma de gestão de projetos com auxílio de inteligência artificial a ponto de valer o esforço.;Com base no que foi explicado no vídeo, minha interação com a plataforma de gestão de projetos com auxílio de inteligência artificial é clara e compreensível.;Com base no que foi explicado no vídeo, eu acredito que é fácil fazer a plataforma de gestão de projetos com auxílio de inteligência artificial fazer o que eu quero que ele faça.;Com base no que foi explicado no vídeo, no geral, eu acredito que a plataforma de gestão de projetos com auxílio de inteligência artificial é fácil de usar.;Com base no que foi explicado no vídeo, aprender a operar a plataforma de gestão de projetos com auxílio de inteligência artificial é fácil para mim.;As pessoas que influenciam meu comportamento achariam que eu deveria usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;Pessoas que são importantes para mim achariam que eu deveria usar a plataforma de gestão de projetos com auxílio de inteligência artificial;Eu usaria a plataforma de gestão de projetos com auxílio de inteligência artificial por causa da proporção de colegas de trabalho que utilizariam o sistema.;Acredito que a alta administração da plataforma de gestão de projetos com auxílio de inteligência artificial será prestativa no uso do sistema.;Acredito que meu supervisor de um trabalho na área de gestão de projetos ágeis seria muito favorável ao uso da plataforma de gestão de projetos com auxílio de inteligência artificial.;Em geral, acredito que uma empresa apoiaria o uso da plataforma de gestão de projetos com auxílio de inteligência artificial.;"As pessoas em uma organização que utilizarem a plataforma de gestão de projetos com auxílio de inteligência artificial teriam mais prestígio do que aquelas que não usam;.";As pessoas em uma organização que usassem a plataforma de gestão de projetos com auxílio de inteligência artificial teriam um perfil alto.;Ter a plataforma de gestão de projetos com auxílio de inteligência artificial seria um símbolo de status em uma organização.;Com base no que foi explicado no vídeo, eu tenho controle sobre o uso da plataforma de gestão de projetos com auxílio de inteligência artificial.;Eu tenho os recursos necessários (internet, computador, celular, tablet e outros dispositivos) para usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;Com base no que foi explicado no vídeo, eu acredito ter o conhecimento necessário para usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;Dados os recursos, oportunidades e conhecimento necessários para usar a plataforma de gestão de projetos com auxílio de inteligência artificial, seria fácil para eu utilizá-lo.;Acredito que a plataforma de gestão de projetos com auxílio de inteligência artificial não seria compatível com outros sistemas utilizados em um trabalho na área de gestão de projetos ágeis.;Com base no que foi explicado no vídeo, existem orientações disponíveis para mim para utilização da plataforma de gestão de projetos com auxílio de inteligência artificial.;Com base no que foi explicado no vídeo, existem intruções especializadas disponíveis para mim para utilização da plataforma de gestão de projetos com auxílio de inteligência artificial.;Com base no que foi explicado no vídeo, uma pessoa específica (ou grupo) estará disponível para ajudar com dificuldades relacionadas a plataforma de gestão de projetos com auxílio de inteligência artificial.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial é compatível com todos os aspectos em um trabalho na área de gestão de projetos ágeis.;Eu acredito que usar a plataforma de gestão de projetos com auxílio de inteligência artificial se encaixa bem com a maneira como gostaria de trabalhar em um trabalho na área de gestão de projetos ágeis.;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial se encaixaria no meu estilo de trabalho se fosse na área de gestão de projetos ágeis.
1;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial em um trabalho na área de gestão de projetos ágeis me permitiria realizar tarefas mais rapidamente.;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial melhoraria o meu desempenho em um trabalho na área de gestão de projetos ágeis.;0,448139828;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial em um trabalho na área de gestão de projetos ágeis aumentaria a minha produtividade.;0,530715086;0,495572426;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial em um trabalho na área de gestão de projetos ágeis aprimoraria minha eficácia no trabalho.;0,500398626;0,375876543;0,499054092;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Eu acharia a plataforma de gestão de projetos com auxílio de inteligência artificial útil em um trabalho na área de gestão de projetos ágeis.;0,412219498;0,417029508;0,445323574;0,329408294;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial não terá efeito algum no desempenho em um trabalho na área de gestão de projetos ágeis.;0,18170318;0,241889099;0,175851637;0,192080365;0,197431307;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode diminuir o tempo necessário para as responsabilidades importantes em um trabalho na área de gestão de projetos ágeis.;0,394119166;0,343474339;0,449910765;0,43876473;0,284807222;0,183075774;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode aumentar significativamente a qualidade das saídas em um trabalho na área de gestão de projetos ágeis.;0,500697794;0,450575967;0,520176185;0,441216585;0,395146259;0,202958779;0,413911881;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode aumentar a eficácia na execução das tarefas em um trabalho na área de gestão de projetos ágeis.;0,452665095;0,343347022;0,461376356;0,499531393;0,400071097;0,111155095;0,367394088;0,431239834;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;O uso da plataforma de gestão de projetos com auxílio de inteligência artificial pode aumentar a quantidade de produção com a mesma quantidade de esforço em um trabalho na área de gestão de projetos ágeis.;0,281258235;0,262924075;0,381999504;0,410168187;0,261321418;0,272161583;0,394620972;0,384887427;0,361571447;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Considerando todas as tarefas, a medida geral em que o uso da plataforma de gestão de projetos com auxílio de inteligência artificial poderia ajudar em um trabalho na área de gestão de projetos ágeis.;0,441453754;0,476072042;0,474807784;0,379688224;0,434922717;0,282535613;0,352830948;0,492114204;0,416130287;0,306293953;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial me permitiria realizar tarefas mais rapidamente.;0,404244221;0,416675027;0,423402494;0,409872358;0,34642595;0,149427824;0,380481185;0,423791788;0,450573432;0,310623114;0,456318208;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial melhoraria a qualidade em um trabalho na área de gestão de projetos ágeis.;0,438507247;0,433592216;0,483143711;0,333532754;0,405583118;0,204621579;0,352771141;0,491614799;0,393796553;0,266046503;0,485186853;0,462039547;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial tornaria mais fácil realizar um trabalho na área de gestão de projetos ágeis.;0,51059604;0,483451656;0,514100211;0,446067773;0,436668862;0,153683928;0,389696017;0,507889665;0,499621074;0,353868027;0,494668614;0,425068923;0,483214849;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial aprimoraria a minha eficácia em um trabalho na área de gestão de projetos ágeis.;0,485015862;0,432176833;0,521044955;0,542136697;0,433301848;0,142430941;0,383555612;0,520750114;0,446319884;0,356225888;0,445592707;0,515236309;0,506416091;0,499631615;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Usar a plataforma de gestão de projetos com auxílio de inteligência artificial aumentaria a minha produtividade.;0,478241098;0,455287257;0,580146816;0,491632338;0,442143117;0,168915512;0,353267888;0,500273419;0,441388739;0,297679024;0,47646178;0,447039642;0,458740234;0,514603943;0,55374393;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Aumentarei minha eficácia em um trabalho na área de gestão de projetos ágeis se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial;0,557475549;0,446832956;0,531779421;0,533029044;0,389616123;0,158894165;0,35588296;0,47754711;0,518339518;0,330945639;0,438258437;0,432240312;0,509870523;0,486934191;0,519094433;0,494132469;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Passarei menos tempo em tarefas rotineiras em um trabalho na área de gestão de projetos ágeis se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;0,447535167;0,299526229;0,435060765;0,399818493;0,409851543;0,178699682;0,40060696;0,429084736;0,395889754;0,374780454;0,389216796;0,361635559;0,376395035;0,407222574;0,433516289;0,399472038;0,357732479;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Aumentarei a qualidade das saídas em um trabalho na área de gestão de projetos ágeis se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;0,458356687;0,441128517;0,441972223;0,471918503;0,399705398;0,213980237;0,420967254;0,571008026;0,425273454;0,410834708;0,466221456;0,387158149;0,489466573;0,426509505;0,466868528;0,45623521;0,49626152;0,421437804;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Aumentarei a qualidade da saída com a mesma quantidade de esforço se eu usar a plataforma de gestão de projetos com auxílio de inteligência artificial.;0,351436242;0,303305005;0,339477723;0,335124474;0,23445098;0,334482512;0,384447229;0,418675474;0,364968949;0,479518632;0,335323733;0,285507835;0,359084243;0,397840562;0,344488488;0,359970349;0,348021646;0,333060176;0,454248674;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
